attack_id,card_id,card_name,move_name,energies,energy_cost_count,damage,damage_per_energy,text,csv_cost_text,csv_damage_text
583,414,Team Rocket's Articuno,Dark Frost,WATER;COLORLESS;COLORLESS,3,60,20.0,"If this Pokémon has any Team Rocket’s Energy attached, this attack does 60 more damage.",{W}●●,60
584,415,Clamperl,Shell Press,WATER,1,10,10.0,"During your opponent’s next turn, this Pokémon takes 10 less damage from attacks (after applying Weakness and Resistance).",{W},10
585,416,Huntail,Wave Splash,WATER;COLORLESS;COLORLESS,3,80,26.67,,{W}●●,80
586,417,Gorebyss,Crescendo Wave,WATER,1,0,0.0,"This attack does 30 damage for each {W} Energy attached to this Pokémon. Before doing damage, you may attach any number of Basic {W} Energy cards from your hand to this Pokémon.",{W},30×
587,418,Snover,Light Punch,COLORLESS;COLORLESS,2,20,10.0,,●●,20
588,418,Snover,Icicle,WATER;COLORLESS;COLORLESS,3,50,16.67,,{W}●●,50
589,419,Abomasnow,Lunge Out,COLORLESS;COLORLESS;COLORLESS,3,90,30.0,,●●●,90
590,419,Abomasnow,Frozen Wood,WATER;WATER;WATER;COLORLESS,4,120,30.0,"If this Pokémon has 2 or more {G} Energy attached, this attack does 120 more damage.",{W}{W}{W}●,120
591,420,Wash Rotom,Manual Wash,WATER,1,20,20.0,Heal 10 damage from each of your Pokémon.,{W},20
592,420,Wash Rotom,Gadget Show,COLORLESS;COLORLESS,2,0,0.0,This attack does 30 damage for each Pokémon Tool attached to all of your Pokémon.,●●,30×
593,421,Arrokuda,Reckless Charge,WATER,1,30,30.0,This Pokémon also does 10 damage to itself.,{W},30
594,422,Barraskewda,Sharp Fin,WATER,1,40,40.0,,{W},40
595,422,Barraskewda,Dive,WATER;WATER,2,60,30.0,"Flip a coin. If heads, during your opponent’s next turn, prevent all damage from and effects of attacks done to this Pokémon.",{W}{W},60
596,423,Cetoddle,Gentle Slap,WATER;COLORLESS,2,30,15.0,,{W}●,30
597,423,Cetoddle,Frost Smash,WATER;WATER;WATER;COLORLESS,4,80,20.0,,{W}{W}{W}●,80
598,424,Cetitan ex,Crushing Press,WATER;WATER;WATER;COLORLESS,4,140,35.0,"You may discard a Stadium in play. If you do, this attack does 140 more damage.",{W}{W}{W}●,140
599,425,Team Rocket's Zapdos,Jamming Wing,COLORLESS;COLORLESS,2,30,15.0,You may move an Energy from your opponent’s Active Pokémon to 1 of their Benched Pokémon.,●●,30
600,425,Team Rocket's Zapdos,Wicked Thunder,LIGHTNING;COLORLESS;COLORLESS,3,60,20.0,"If this Pokémon has any Team Rocket’s Energy attached, this attack does 60 more damage.",{L}●●,60
601,426,Team Rocket's Mareep,Procurement,COLORLESS,1,0,0.0,"Search your deck for an Item card, reveal it, and put it into your hand. Then, shuffle your deck.",●,n/a
602,426,Team Rocket's Mareep,Tiny Bolt,LIGHTNING,1,10,10.0,,{L},10
603,427,Team Rocket's Flaaffy,Thunder Shock,LIGHTNING;COLORLESS,2,50,25.0,"Flip a coin. If heads, your opponent’s Active Pokémon is now Paralyzed.",{L}●,50
604,428,Team Rocket's Ampharos,Head Bolt,LIGHTNING;COLORLESS;COLORLESS,3,140,46.67,,{L}●●,140
605,429,Team Rocket's Drowzee,Hypnotic Ray,PSYCHIC,1,10,10.0,Your opponent’s Active Pokémon is now Asleep.,{P},10
606,430,Team Rocket's Hypno,Psyshot,PSYCHIC,1,40,40.0,,{P},40
607,430,Team Rocket's Hypno,Bench Manipulation,PSYCHIC;PSYCHIC;PSYCHIC,3,0,0.0,Your opponent flips a coin for each of their Benched Pokémon. This attack does 80 damage to your opponent’s Active Pokémon for each tails. This attack’s damage isn’t affected by Weakness or Resistance.,{P}{P}{P},80×
608,431,Team Rocket's Mewtwo ex,Erasure Ball,PSYCHIC;PSYCHIC;COLORLESS,3,160,53.33,You may discard up to 2 Energy from your Benched Pokémon. This attack does 60 more damage for each card you discarded in this way.,{P}{P}●,160
609,432,Team Rocket's Wobbuffet,Rocket Mirror,PSYCHIC;COLORLESS,2,0,0.0,Move all damage counters from 1 of your Benched Team Rocket’s Pokémon to your opponent’s Active Pokémon.,{P}●,n/a
610,432,Team Rocket's Wobbuffet,Headbutt Bounce,PSYCHIC;COLORLESS;COLORLESS,3,70,23.33,,{P}●●,70
611,433,Team Rocket's Chingling,Chiming Commotion,,0,0,,Discard a random card from your opponent’s hand.,No cost,n/a
612,434,Team Rocket's Mimikyu,Gemstone Mimicry,PSYCHIC;COLORLESS,2,0,0.0,Choose 1 of your opponent’s Active Tera Pokémon’s attacks and use it as this attack.,{P}●,n/a
613,435,Team Rocket's Dottler,Disruptive Radar,COLORLESS,1,0,0.0,Look at the top 5 cards of your opponent’s deck and put them back in any order.,●,n/a
614,435,Team Rocket's Dottler,Super Psy Bolt,PSYCHIC;COLORLESS,2,30,15.0,,{P}●,30
615,436,Team Rocket's Orbeetle,Psychic,PSYCHIC;COLORLESS;COLORLESS,3,40,13.33,This attack does 40 more damage for each Energy attached to your opponent’s Active Pokémon.,{P}●●,40
616,437,Mankey,Wild Kick,FIGHTING,1,30,30.0,"Flip a coin. If tails, this attack does nothing.",{F},30
617,438,Primeape,Drag Off,FIGHTING,1,0,0.0,Switch in 1 of your opponent’s Benched Pokémon to the Active Spot. This attack does 30 damage to the new Active Pokémon.,{F},n/a
618,439,Annihilape,Impact Blow,FIGHTING;FIGHTING,2,160,80.0,"During your next turn, this Pokémon can’t use Impact Blow.",{F}{F},160
619,440,Team Rocket's Larvitar,Mountain Munch,COLORLESS,1,10,10.0,Discard the top card of your opponent’s deck.,●,10
620,441,Team Rocket's Pupitar,Explosive Ascension,COLORLESS,1,30,30.0,"Search your deck for a card that evolves from this Pokémon and put it onto this Pokémon to evolve it. Then, shuffle your deck.",●,30
621,442,Team Rocket's Tyranitar,Demolition Tackle,FIGHTING;COLORLESS;COLORLESS;COLORLESS,4,180,45.0,Discard an Energy from your opponent’s Active Pokémon.,{F}●●●,180
622,443,Nosepass,Headbutt,FIGHTING,1,20,20.0,,{F},20
623,443,Nosepass,Rock Throw,COLORLESS;COLORLESS;COLORLESS,3,40,13.33,,●●●,40
624,444,Probopass,Power Gem,FIGHTING,1,40,40.0,,{F},40
625,444,Probopass,Mountain Drop,COLORLESS;COLORLESS;COLORLESS,3,70,23.33,"If a Stadium is in play, this attack does 70 more damage.",●●●,70
626,445,Meditite,Steady Punch,FIGHTING,1,10,10.0,"Flip a coin. If heads, this attack does 20 more damage.",{F},10
627,446,Medicham,Harmonious Spirit Palm,FIGHTING,1,50,50.0,"If this Pokémon and your opponent’s Active Pokémon have the same amount of Energy attached, this attack does 120 more damage.",{F},50
628,447,Regirock ex,Regi Charge,COLORLESS,1,0,0.0,Attach up to 2 Basic {F} Energy cards from your discard pile to this Pokémon.,●,n/a
629,447,Regirock ex,Giant Rock,FIGHTING;COLORLESS;COLORLESS;COLORLESS,4,140,35.0,"If your opponent’s Active Pokémon is a Stage 2 Pokémon, this attack does 140 more damage.",{F}●●●,140
630,448,Team Rocket's Ekans,Drag Down,COLORLESS,1,0,0.0,"Flip a coin. If heads, your opponent’s Active Pokémon is now Paralyzed.",●,n/a
631,448,Team Rocket's Ekans,Gnaw,DARKNESS,1,10,10.0,,{D},10
632,449,Team Rocket's Arbok,Spinning Tail,DARKNESS;DARKNESS;DARKNESS,3,0,0.0,This attack does 30 damage to each of your opponent’s Pokémon. (Don’t apply Weakness and Resistance for Benched Pokémon.),{D}{D}{D},n/a
633,450,Team Rocket's Nidoran♀,Surprise Attack,DARKNESS,1,30,30.0,"Flip a coin. If tails, this attack does nothing.",{D},30
634,451,Team Rocket's Nidorina,Dark Awakening,DARKNESS,1,0,0.0,"Choose up to 2 of your {D} Pokémon. For each of those Pokémon, search your deck for a card that evolves from that Pokémon and put it onto that Pokémon to evolve it. Then, shuffle your deck.",{D},n/a
635,451,Team Rocket's Nidorina,Scratch,DARKNESS;DARKNESS,2,50,25.0,,{D}{D},50
636,452,Team Rocket's Nidoqueen,Love Impact,DARKNESS,1,60,60.0,"If a Pokémon that has ""Nidoking"" in its name is on your Bench, this attack does 120 more damage.",{D},60
637,452,Team Rocket's Nidoqueen,Mega Kick,DARKNESS;DARKNESS,2,130,65.0,,{D}{D},130
638,453,Team Rocket's Nidoran♂,Pierce,DARKNESS,1,10,10.0,,{D},10
639,453,Team Rocket's Nidoran♂,Hammer In,DARKNESS;COLORLESS,2,30,15.0,,{D}●,30
640,454,Team Rocket's Nidorino,Hammer In,DARKNESS;COLORLESS,2,30,15.0,,{D}●,30
641,454,Team Rocket's Nidorino,Horn Rend,DARKNESS;DARKNESS;COLORLESS,3,60,20.0,"If your opponent’s Active Pokémon already has any damage counters on it, this attack does 60 more damage.",{D}{D}●,60
642,455,Team Rocket's Nidoking ex,Tainted Horn,DARKNESS;DARKNESS;COLORLESS,3,100,33.33,"Your opponent’s Active Pokémon is now Poisoned. During Pokémon Checkup, put 8 damage counters on that Pokémon instead of 1.",{D}{D}●,100
643,455,Team Rocket's Nidoking ex,Kingly Impact,DARKNESS;DARKNESS;DARKNESS;COLORLESS,4,240,60.0,,{D}{D}{D}●,240
644,456,Team Rocket's Zubat,Poison Spray,DARKNESS,1,0,0.0,Your opponent’s Active Pokémon is now Poisoned.,{D},n/a
645,457,Team Rocket's Golbat,Confuse Ray,DARKNESS,1,30,30.0,Your opponent’s Active Pokémon is now Confused.,{D},30
646,458,Team Rocket's Crobat ex,Assassin’s Return,DARKNESS;DARKNESS,2,120,60.0,You may put this Pokémon into your hand. (Discard all cards attached to this Pokémon.),{D}{D},120
647,459,Team Rocket's Grimer,Corrosive Sludge,DARKNESS;COLORLESS,2,0,0.0,"At the end of your opponent’s next turn, discard the Defending Pokémon and all attached cards.",{D}●,n/a
648,460,Team Rocket's Muk,Gooped Up,DARKNESS;COLORLESS,2,40,20.0,"Your opponent’s Active Pokémon is now Confused. During your opponent’s next turn, that Pokémon can’t retreat.",{D}●,40
649,460,Team Rocket's Muk,Hazardous Venom,DARKNESS;DARKNESS;COLORLESS,3,0,0.0,This attack does 100 damage for each Special Condition affecting your opponent’s Active Pokémon.,{D}{D}●,100×
650,461,Team Rocket's Koffing,Leaking Gas,DARKNESS;COLORLESS,2,30,15.0,,{D}●,30
651,462,Team Rocket's Weezing,Explode Together Now,DARKNESS;COLORLESS,2,0,0.0,This attack does 40 damage for each Pokémon in play that has “Koffing” or “Weezing” in its name (both yours and your opponent’s).,{D}●,40×
652,463,Team Rocket's Murkrow,Deceit,COLORLESS,1,0,0.0,"Search your deck for a Supporter card, reveal it, and put it into your hand. Then, shuffle your deck.",●,n/a
653,463,Team Rocket's Murkrow,Torment,DARKNESS;COLORLESS,2,30,15.0,"Choose 1 of your opponent’s Active Pokémon’s attacks. During your opponent’s next turn, that Pokémon can’t use that attack.",{D}●,30
654,464,Team Rocket's Sneasel,Scratch,DARKNESS,1,20,20.0,,{D},20
655,464,Team Rocket's Sneasel,Strike the Sleeper,DARKNESS;DARKNESS,2,0,0.0,This attack does 20 damage to 1 of your opponent’s Benched Pokémon for each damage counter on that Pokémon. (Don’t apply Weakness and Resistance for Benched Pokémon.),{D}{D},n/a
656,465,Forretress,Iron Shake-Up,COLORLESS,1,20,20.0,You may move any amount of {M} Energy from your Pokémon to your other Pokémon in any way you like.,●,20
657,465,Forretress,Hurricane of Needles,METAL;COLORLESS;COLORLESS;COLORLESS,4,0,0.0,Flip 4 coins. This attack does 80 damage for each heads.,{M}●●●,80×
658,466,Skarmory,Roost,COLORLESS,1,0,0.0,"Heal 50 damage from this Pokémon. During your next turn, this Pokémon can’t retreat.",●,n/a
659,466,Skarmory,Metal Claw,METAL;COLORLESS,2,60,30.0,,{M}●,60
660,467,Zamazenta,Strong Bash,METAL;METAL;COLORLESS,3,70,23.33,"During your opponent’s next turn, if this Pokémon is damaged by an attack (even if this Pokémon is Knocked Out), put damage counters on the Attacking Pokémon equal to the damage done to this Pokémon.",{M}{M}●,70
661,468,Team Rocket's Rattata,Dangerous Incisors,COLORLESS,1,10,10.0,Your opponent’s Active Pokémon is now Poisoned.,●,10
662,469,Team Rocket's Raticate,Reckless Abandon,COLORLESS,1,90,90.0,"Flip 2 coins. If both of them are tails, this Pokémon also does 90 damage to itself.",●,90
663,470,Team Rocket's Meowth,Paw-cket Pilfer,COLORLESS,1,0,0.0,Choose a random card from your opponent’s hand. Your opponent reveals that card and shuffles it into their deck.,●,n/a
664,470,Team Rocket's Meowth,Fury Swipes,COLORLESS;COLORLESS,2,0,0.0,Flip 3 coins. This attack does 20 damage for each heads.,●●,20×
665,471,Team Rocket's Persian ex,Haughty Order,COLORLESS;COLORLESS,2,0,0.0,Reveal the top 10 cards of your opponent’s deck. You may choose an attack from a Pokémon you find there and use it as this attack. Shuffle the revealed cards into your opponent’s deck.,●●,n/a
666,471,Team Rocket's Persian ex,Cruel Slash,COLORLESS;COLORLESS;COLORLESS,3,140,46.67,Your opponent’s Active Pokémon is now Confused.,●●●,140
667,472,Kangaskhan,Gentle Slap,COLORLESS;COLORLESS,2,50,25.0,,●●,50
668,472,Kangaskhan,Dizzy Punch,COLORLESS;COLORLESS;COLORLESS,3,0,0.0,Flip 2 coins. This attack does 90 damage for each heads.,●●●,90×
669,473,Team Rocket's Porygon,Hacking,COLORLESS,1,0,0.0,"Discard a card from your hand. If you do, your opponent discards a card from their hand.",●,n/a
670,474,Team Rocket's Porygon2,R Command,COLORLESS;COLORLESS;COLORLESS,3,0,0.0,This attack does 20 damage for each Supporter card that has “Team Rocket” in its name in your discard pile.,●●●,20×
671,475,Team Rocket's Porygon-Z,R Command,COLORLESS;COLORLESS,2,0,0.0,This attack does 20 damage for each Supporter card that has “Team Rocket” in its name in your discard pile.,●●,20×
672,476,Taillow,Wing Attack,COLORLESS,1,20,20.0,,●,20
673,477,Swellow,Add On,COLORLESS,1,0,0.0,Draw 3 cards.,●,n/a
674,477,Swellow,Speed Wing,COLORLESS;COLORLESS,2,70,35.0,,●●,70
675,478,Squawkabilly,Push Down,COLORLESS,1,20,20.0,You may switch out your opponent’s Active Pokémon to the Bench. (Your opponent chooses the new Active Pokémon.),●,20
676,479,Snivy,Tackle,GRASS,1,10,10.0,,{G},10
677,479,Snivy,Vine Whip,GRASS;GRASS,2,30,15.0,,{G}{G},30
678,480,Servine,Wrap,GRASS,1,20,20.0,"Flip a coin. If heads, your opponent’s Active Pokémon is now Paralyzed.",{G},20
679,480,Servine,Vine Whip,GRASS;COLORLESS;COLORLESS,3,60,20.0,,{G}●●,60
680,481,Serperior ex,Command the Grass,GRASS;COLORLESS;COLORLESS;COLORLESS,4,150,37.5,"You may search your deck for up to 3 cards and put them into your hand. Then, shuffle your deck.",{G}●●●,150
681,482,Pansage,Collect,COLORLESS,1,0,0.0,Draw a card.,●,n/a
682,482,Pansage,Scratch,COLORLESS;COLORLESS,2,30,15.0,,●●,30
683,483,Simisage,Gentle Slap,COLORLESS;COLORLESS,2,70,35.0,,●●,70
684,484,Petilil,Hide,COLORLESS,1,0,0.0,"Flip a coin. If heads, during your opponent’s next turn, prevent all damage from and effects of attacks done to this Pokémon.",●,n/a
685,484,Petilil,Leafage,GRASS,1,10,10.0,,{G},10
686,485,Lilligant,Bemusing Aroma,GRASS,1,30,30.0,"Flip a coin. If heads, your opponent’s Active Pokémon is now Paralyzed and Poisoned. If tails, your opponent’s Active Pokémon is now Confused.",{G},30
687,485,Lilligant,Cut,GRASS;COLORLESS;COLORLESS,3,70,23.33,,{G}●●,70
688,486,Maractus,Lively Needles,GRASS,1,20,20.0,"If this Pokémon was healed during this turn, this attack does 100 more damage.",{G},20
689,486,Maractus,Pierce,GRASS;COLORLESS,2,50,25.0,,{G}●,50
690,487,Karrablast,Horn Attack,COLORLESS,1,10,10.0,,●,10
691,488,Foongus,Toxic Spore,COLORLESS,1,0,0.0,Your opponent’s Active Pokémon is now Poisoned.,●,n/a
692,489,Amoonguss,Dangerous Reaction,COLORLESS,1,30,30.0,"If your opponent’s Active Pokémon is affected by a Special Condition, this attack does 120 more damage.",●,30
693,489,Amoonguss,Seed Bomb,GRASS;COLORLESS,2,60,30.0,,{G}●,60
694,490,Victini,V-Force,FIRE;FIRE,2,120,60.0,"If you have 4 or fewer Benched Pokémon, this attack does nothing.",{R}{R},120
695,491,Darumaka,Will-O-Wisp,FIRE;COLORLESS,2,30,15.0,,{R}●,30
696,492,Darmanitan,Searing Flame,FIRE;COLORLESS,2,50,25.0,Your opponent’s Active Pokémon is now Burned.,{R}●,50
697,492,Darmanitan,Smashing Headbutt,FIRE;COLORLESS;COLORLESS;COLORLESS,4,180,45.0,Discard 2 Energy from this Pokémon.,{R}●●●,180
698,493,Litwick,Brighten and Burn,FIRE,1,0,0.0,Look at the top card of your deck. You may discard that card.,{R},n/a
699,494,Lampent,Fire Blast,FIRE,1,50,50.0,Discard an Energy from this Pokémon.,{R},50
700,495,Chandelure,Incendiary Pillar,FIRE,1,50,50.0,"If you have 10 or more Basic {R} Energy cards in your discard pile, this attack does 100 more damage.",{R},50
701,495,Chandelure,Burn It All Up,FIRE;FIRE,2,180,90.0,Discard all Energy from this Pokémon.,{R}{R},180
702,496,Larvesta,Peck Off,COLORLESS,1,10,10.0,"Before doing damage, discard all Pokémon Tools from your opponent’s Active Pokémon.",●,10
703,497,Volcarona,Fire Wing,FIRE;COLORLESS;COLORLESS,3,70,23.33,,{R}●●,70
704,498,Panpour,Collect,COLORLESS,1,0,0.0,Draw a card.,●,n/a
705,498,Panpour,Scratch,COLORLESS;COLORLESS,2,30,15.0,,●●,30
706,499,Simipour,Gentle Slap,COLORLESS;COLORLESS,2,70,35.0,,●●,70
707,500,Tympole,Round,COLORLESS;COLORLESS,2,0,0.0,This attack does 20 damage for each of your Pokémon in play that has the Round attack.,●●,20×
708,501,Palpitoad,Round,COLORLESS;COLORLESS,2,0,0.0,This attack does 40 damage for each of your Pokémon in play that has the Round attack.,●●,40×
709,501,Palpitoad,Wave Splash,WATER;COLORLESS;COLORLESS,3,60,20.0,,{W}●●,60
710,502,Seismitoad,Round,COLORLESS;COLORLESS;COLORLESS,3,0,0.0,This attack does 70 damage for each of your Pokémon in play that has the Round attack.,●●●,70×
711,502,Seismitoad,Hyper Voice,WATER;COLORLESS;COLORLESS;COLORLESS,4,160,40.0,,{W}●●●,160
712,503,Tirtouga,Ancient Seaweed,WATER,1,0,0.0,This attack does 30 damage for each Item card in your opponent’s discard pile.,{W},30×
713,503,Tirtouga,Surf,WATER;COLORLESS;COLORLESS,3,80,26.67,,{W}●●,80
714,504,Carracosta,Big Bite,WATER;COLORLESS;COLORLESS,3,150,50.0,"During your opponent’s next turn, the Defending Pokémon can’t retreat.",{W}●●,150
715,505,Alomomola,Waterfall,WATER;COLORLESS;COLORLESS,3,70,23.33,,{W}●●,70
716,506,Cubchoo,Snotted Up,WATER,1,10,10.0,"During your opponent’s next turn, the Defending Pokémon can’t use attacks.",{W},10
717,507,Beartic,Continuous Headbutt,COLORLESS,1,0,0.0,Flip a coin until you get tails. This attack does 50 damage for each heads.,●,50×
718,507,Beartic,Sheer Cold,WATER;WATER;WATER;COLORLESS,4,150,37.5,"During your opponent’s next turn, the Defending Pokémon can’t use attacks.",{W}{W}{W}●,150
719,508,Cryogonal,Drag Off,WATER,1,0,0.0,Switch in 1 of your opponent’s Benched Pokémon to the Active Spot. This attack does 20 damage to the new Active Pokémon.,{W},n/a
720,508,Cryogonal,Icicle,WATER,1,30,30.0,,{W},30
721,509,Kyurem ex,Slash,COLORLESS;COLORLESS,2,50,25.0,,●●,50
722,509,Kyurem ex,Blizzard Burst,WATER;WATER;COLORLESS,3,130,43.33,This attack also does 10 damage to each of your opponent’s Benched Pokémon for each Prize card your opponent has taken. (Don’t apply Weakness and Resistance for Benched Pokémon.),{W}{W}●,130
723,510,Emolga,Call for Family,COLORLESS,1,0,0.0,"Search your deck for up to 2 Basic Pokémon and put them onto your Bench. Then, shuffle your deck.",●,n/a
724,510,Emolga,Static Shock,LIGHTNING,1,20,20.0,,{L},20
725,511,Tynamo,Hold Still,COLORLESS,1,0,0.0,Heal 10 damage from this Pokémon.,●,n/a
726,512,Eelektrik,Electric Ball,LIGHTNING;LIGHTNING;COLORLESS,3,50,16.67,,{L}{L}●,50
727,513,Eelektross,Thunder Fang,LIGHTNING,1,60,60.0,"Flip a coin. If heads, your opponent’s Active Pokémon is now Paralyzed.",{L},60
728,513,Eelektross,Buzz Flip,LIGHTNING;LIGHTNING;LIGHTNING;COLORLESS,4,0,0.0,Flip 4 coins. This attack does 100 damage for each heads.,{L}{L}{L}●,100×
729,514,Thundurus,Charge,COLORLESS,1,0,0.0,"Search your deck for a Basic {L} Energy card and attach it to this Pokémon. Then, shuffle your deck.",●,n/a
730,514,Thundurus,Disaster Volt,LIGHTNING;COLORLESS;COLORLESS,3,110,36.67,Discard an Energy from this Pokémon.,{L}●●,110
731,515,Zekrom ex,Slash,COLORLESS;COLORLESS,2,50,25.0,,●●,50
732,515,Zekrom ex,Voltage Burst,LIGHTNING;LIGHTNING;COLORLESS,3,130,43.33,This attack does 50 more damage for each Prize card your opponent has taken. This Pokémon also does 30 damage to itself.,{L}{L}●,130
